Username,Freq(11pm-6am),Freq(6am-11pm),Total Freq
erickanicole728,0.0,1.0,1.0
MarlenaAlexis,0.0,1.0,1.0
cabrants,1.0,0.0,1.0
SammiiSTACK,1.0,0.0,1.0
TuraSatana,1.0,0.0,1.0
__mandy__,1.0,0.0,1.0
PeytKizer,1.0,0.0,1.0
Morgaine_LaFay,1.0,0.0,1.0
KellyMariee,0.0,1.0,1.0
salil91,0.0,1.0,1.0
hislovelyv,0.0,1.0,1.0
westieslove,0.0,1.0,1.0
RevFry,1.0,0.0,1.0
gummibunny24,0.0,2.0,2.0
ApexMI,0.0,1.0,1.0
ally_gildea,0.0,1.0,1.0
sl915395,0.0,1.0,1.0
xtabithaxo,1.0,0.0,1.0
Kiwigirlinoz,1.0,0.0,1.0
eveforhermcr_xx,1.0,0.0,1.0
brampitoyo,1.0,1.0,2.0
kimberlyfaye,1.0,0.0,1.0
jenngomes,0.0,1.0,1.0
MsMiki,0.0,1.0,1.0
RussBass,1.0,0.0,1.0
squishymatter,1.0,0.0,1.0
EmilyHeinz,1.0,0.0,1.0
perkana,0.0,1.0,1.0
jessicaacaa,0.0,1.0,1.0
djohanna,1.0,0.0,1.0
MarissaCS,0.0,1.0,1.0
kerikinnic,0.0,1.0,1.0
dejerusalem,0.0,1.0,1.0
RayanneSimone,0.0,1.0,1.0
cristianvasile,0.0,1.0,1.0
timeishort,0.0,1.0,1.0
cel_xox,1.0,0.0,1.0
ashleybella,1.0,0.0,1.0
dennisknappe,1.0,0.0,1.0
Shopping_SF,0.0,1.0,1.0
iciwici,0.0,1.0,1.0
Alfredlam06,1.0,0.0,1.0
cathmediahouse,1.0,0.0,1.0
lizam1968,0.0,1.0,1.0
eli221,0.0,1.0,1.0
bettyjed,1.0,0.0,1.0
Ansi91,1.0,0.0,1.0
xxjuanramirez,0.0,1.0,1.0
erikmanning,1.0,0.0,1.0
IsabellScully,0.0,1.0,1.0
lydiette,0.0,1.0,1.0
mlbumstead,1.0,0.0,1.0
Keri_Lou78,0.0,1.0,1.0
good4every1,0.0,1.0,1.0
KtotheCdawg,2.0,0.0,2.0
olballcoach,0.0,1.0,1.0
CootMan,1.0,0.0,1.0
pxdvadesigns,1.0,0.0,1.0
mollielouise,1.0,0.0,1.0
cloudave,0.0,1.0,1.0
theyeofthetiger,1.0,0.0,1.0
sarayelich,0.0,1.0,1.0
katilia16,0.0,1.0,1.0
Princess_Viper,0.0,1.0,1.0
kirstenyeo,0.0,1.0,1.0
dome3101,0.0,1.0,1.0
EgoGuy,0.0,1.0,1.0
lejlaxo,0.0,1.0,1.0
fionatigar,0.0,1.0,1.0
inkgypsy,1.0,0.0,1.0
SKILLETfan01,0.0,1.0,1.0
DurbinDigital,0.0,1.0,1.0
missjodyc,0.0,1.0,1.0
Dribbby,1.0,0.0,1.0
JadeSharna,0.0,1.0,1.0
pamelapachal,1.0,0.0,1.0
lukeanderson,0.0,1.0,1.0
gewoonlianne,0.0,1.0,1.0
GlamorousMegan,0.0,1.0,1.0
LeeAnnPrice,0.0,1.0,1.0
sparklytan,0.0,1.0,1.0
officialalyssam,0.0,1.0,1.0
DaniTaylan,0.0,1.0,1.0
joemunzer,1.0,0.0,1.0
smallbecca,0.0,1.0,1.0
mmmfp3achy,0.0,1.0,1.0
theycallmemikky,0.0,1.0,1.0
KPangan,0.0,1.0,1.0
joshuaduarte,0.0,1.0,1.0
EGO_Photo,1.0,0.0,1.0
niamalikadixon,0.0,1.0,1.0
Bradds056,0.0,1.0,1.0
Ana_Daminelli,0.0,1.0,1.0
gigiLEAL,0.0,1.0,1.0
ECHOstore,1.0,0.0,1.0
kodabear45,0.0,1.0,1.0
11DoveLove11,0.0,1.0,1.0
ewokcupcake,0.0,1.0,1.0
SheSoOJazzy,0.0,1.0,1.0
Butterfly3000,0.0,1.0,1.0
WaguHsu,0.0,1.0,1.0
shuyeeA,0.0,1.0,1.0
luckyelephantco,0.0,1.0,1.0
thanhluan001,1.0,0.0,1.0
SerenePoet,0.0,1.0,1.0
The_Rooster,0.0,1.0,1.0
bytera,0.0,1.0,1.0
D35h1,1.0,0.0,1.0
owenm,1.0,0.0,1.0
Jolitabrilliant,1.0,0.0,1.0
shellanedeleon,0.0,1.0,1.0
pakyton,1.0,0.0,1.0
misskayfierce,0.0,1.0,1.0
iamchanelle,0.0,1.0,1.0
notsoniceangel,0.0,1.0,1.0
xsteffix,1.0,0.0,1.0
LaMontenegro,1.0,0.0,1.0
techvillage,0.0,1.0,1.0
MrAnnex,1.0,0.0,1.0
john_yeo,1.0,0.0,1.0
RedVelvet3000,1.0,0.0,1.0
ditzbee,1.0,0.0,1.0
anaelopre,1.0,0.0,1.0
jamieslayer,0.0,1.0,1.0
stayawakekate,1.0,0.0,1.0
amymccollum,0.0,1.0,1.0
charlottewilkin,0.0,1.0,1.0
christophezee,0.0,1.0,1.0
sofialion,1.0,0.0,1.0
alexderossi,1.0,0.0,1.0
ruhanirabin,1.0,0.0,1.0
kmebabyy,1.0,0.0,1.0
justwesley,0.0,1.0,1.0
xarra,0.0,1.0,1.0
SarahStewart,1.0,0.0,1.0
CaseyWatters,0.0,1.0,1.0
kristhi69,1.0,0.0,1.0
Dex_Damian,0.0,1.0,1.0
Diallonukka22,1.0,0.0,1.0
most_impressive,0.0,1.0,1.0
SherraePerez,0.0,1.0,1.0
claudia1508,1.0,0.0,1.0
jaccc,0.0,1.0,1.0
pinkykate,0.0,1.0,1.0
CommieGel,0.0,1.0,1.0
gifernandes,0.0,1.0,1.0
JoiDlove,0.0,1.0,1.0
maoneill,1.0,0.0,1.0
Noelzgal,0.0,1.0,1.0
pixelaide,0.0,1.0,1.0
thewilldta,0.0,1.0,1.0
bsodmike,1.0,0.0,1.0
ashleytwo,1.0,0.0,1.0
lety419,0.0,1.0,1.0
lizvengeance,0.0,1.0,1.0
wiz52,1.0,0.0,1.0
Mandaye,1.0,0.0,1.0
sammiiieee,0.0,1.0,1.0
Fashiontweet,0.0,1.0,1.0
Soon_to_be_MrsD,1.0,0.0,1.0
____stephanie,1.0,0.0,1.0
mesoblanco,1.0,0.0,1.0
volleyballkap,1.0,0.0,1.0
estutut,1.0,0.0,1.0
BGrahamCracker,1.0,0.0,1.0
josiahhultgren,0.0,1.0,1.0
uRvGoTTi,1.0,0.0,1.0
rosiepatricia,0.0,1.0,1.0
beautyblackdiva,0.0,1.0,1.0
Aly3s0n5,0.0,1.0,1.0
EatingInSJersey,1.0,0.0,1.0
assrocket,0.0,1.0,1.0
maiphee,1.0,0.0,1.0
jsrcyclist,0.0,1.0,1.0
AeroMint,1.0,0.0,1.0
amylovatojonas,0.0,1.0,1.0
vardenrhode,0.0,1.0,1.0
kegan5,0.0,1.0,1.0
johannescreutz,0.0,1.0,1.0
KOLtwitbot,0.0,1.0,1.0
youtopiaphoto,0.0,1.0,1.0
tattedqt,0.0,1.0,1.0
Beccacheese12,0.0,1.0,1.0
PatriotGams123,0.0,1.0,1.0
Sammity,1.0,0.0,1.0
lelephantrose,0.0,1.0,1.0
Stigma24,1.0,0.0,1.0
yourmyoxygen,0.0,1.0,1.0
FatPaddler,1.0,0.0,1.0
Becky__,0.0,1.0,1.0
tallylorna,1.0,0.0,1.0
thisisqt,1.0,0.0,1.0
brittajohnson,0.0,1.0,1.0
rimabeladina,1.0,0.0,1.0
_likeAstar,0.0,1.0,1.0
megan_wilder,0.0,1.0,1.0
bkaBUBBLEZ,0.0,1.0,1.0
DeezyBayBee,0.0,1.0,1.0
arose801,0.0,1.0,1.0
vmadrian,0.0,1.0,1.0
_spell,0.0,2.0,2.0
tafoto,0.0,1.0,1.0
MikeG1,0.0,1.0,1.0
TheWhaleBaby,0.0,1.0,1.0
LizbetSanchez,0.0,1.0,1.0
VanessaMarieee,0.0,1.0,1.0
jen_hintz,1.0,0.0,1.0
noora_alibrahim,0.0,1.0,1.0
edgaile,0.0,1.0,1.0
SusieB123,1.0,0.0,1.0
alexisstar22,0.0,1.0,1.0
B3aUty21,0.0,1.0,1.0
mcbilly,1.0,0.0,1.0
AshleyyMercer,0.0,1.0,1.0
PhilippeKeb,0.0,1.0,1.0
k8bigelow,0.0,1.0,1.0
_xbianca,1.0,0.0,1.0
jezza_rokchik,1.0,0.0,1.0
Jazlinhussin,1.0,0.0,1.0
bsangel,0.0,1.0,1.0
MichaelWHill,0.0,1.0,1.0
Ed,0.0,1.0,1.0
hellowonderland,0.0,1.0,1.0
armadillo4,0.0,1.0,1.0
loljuiceapple,0.0,1.0,1.0
jasxelectric,0.0,1.0,1.0
Soph1977,1.0,0.0,1.0
AmiraHasni,0.0,1.0,1.0
Am4ndaxxx,0.0,1.0,1.0
minboglin61,1.0,0.0,1.0
ItsAshDBish,0.0,1.0,1.0
quirkyboots,1.0,0.0,1.0
fangsy101,0.0,1.0,1.0
alisonbertolina,0.0,1.0,1.0
alruggs,0.0,1.0,1.0
MattProud,1.0,0.0,1.0
newbs_faja,0.0,1.0,1.0
chriswilson89,1.0,0.0,1.0
rebeccao372,0.0,1.0,1.0
victoria_101,1.0,0.0,1.0
m0po,1.0,0.0,1.0
GrosenFriis,1.0,0.0,1.0
nevitsky,1.0,0.0,1.0
nataliefyffe,0.0,1.0,1.0
sup_ashley,1.0,0.0,1.0
CindeLyn,0.0,1.0,1.0
someasianguy,1.0,0.0,1.0
AmyyyC,0.0,1.0,1.0
Feelix6,1.0,0.0,1.0
Sappersmum,1.0,0.0,1.0
jennyjennj,1.0,0.0,1.0
Lunabee_art,0.0,2.0,2.0
ShariFitness,0.0,1.0,1.0
Jordan_JAH,0.0,1.0,1.0
BarbaraSher,0.0,1.0,1.0
tamagotchii,0.0,1.0,1.0
Glamophoniic,0.0,1.0,1.0
efinethy,0.0,1.0,1.0
sama_rain,0.0,1.0,1.0
pauliinhawinter,0.0,1.0,1.0
sarathon,0.0,1.0,1.0
TomikVitek,0.0,1.0,1.0
sharonsubeno,0.0,1.0,1.0
essdas,0.0,1.0,1.0
lcbowm2,1.0,0.0,1.0
emilyclarexo,1.0,0.0,1.0
ABombDiggity,0.0,1.0,1.0
hpdrrglover,1.0,0.0,1.0
xuenxoxo,1.0,0.0,1.0
chuckatkins2,0.0,1.0,1.0
Thisistheway_xo,0.0,1.0,1.0
AJuOnLiNE,2.0,0.0,2.0
kimwalbridge,1.0,0.0,1.0
RnRyorkiemom,0.0,1.0,1.0
thefabulicious,2.0,0.0,2.0
cataractmoon,0.0,1.0,1.0
AMSAdam,0.0,1.0,1.0
zac,0.0,1.0,1.0
yikhoong89,0.0,1.0,1.0
thefoodlogger,0.0,1.0,1.0
deltarx,0.0,1.0,1.0
haileeyanne,0.0,1.0,1.0
ciaobella50,0.0,1.0,1.0
ChristinaPoon,1.0,0.0,1.0
lishdollbaby,1.0,0.0,1.0
clementinenw,1.0,0.0,1.0
themammalette,0.0,1.0,1.0
RichardSmedley,1.0,0.0,1.0
emziesferguson,1.0,0.0,1.0
lelandstrott,0.0,1.0,1.0
olivergrigsby,0.0,1.0,1.0
arierich,0.0,1.0,1.0
Daizz26,0.0,1.0,1.0
new4am,1.0,0.0,1.0
hairycornflakes,1.0,0.0,1.0
Skiorsurf,1.0,0.0,1.0
atuarre,0.0,1.0,1.0
NIKERACLOTHING,1.0,0.0,1.0
saf91,0.0,1.0,1.0
iamluvnjordan,1.0,0.0,1.0
alwaysshoutalex,1.0,0.0,1.0
llJessicall,1.0,0.0,1.0
anuheajams,1.0,0.0,1.0
tajrahil20,0.0,1.0,1.0
sannyhartfield,1.0,0.0,1.0
czechmetz,0.0,1.0,1.0
haibrookehai,0.0,1.0,1.0
deegerwalker,0.0,1.0,1.0
EPORVESANT_RACH,0.0,1.0,1.0
lindarling,0.0,1.0,1.0
SuperDad_08,0.0,1.0,1.0
shannonsolstice,0.0,1.0,1.0
dianaxloveee,0.0,1.0,1.0
michelle0824,1.0,0.0,1.0
arinturner,1.0,0.0,1.0
joseph256,1.0,0.0,1.0
alodita,1.0,0.0,1.0
rawwksann,0.0,1.0,1.0
leahlou_16,1.0,0.0,1.0
sashdude,0.0,1.0,1.0
bellmcneill,1.0,0.0,1.0
little_d1976,0.0,1.0,1.0
xox_danielle,1.0,0.0,1.0
yaseminx3,1.0,0.0,1.0
Lowek122,0.0,1.0,1.0
laurenaked,0.0,1.0,1.0
foodcentric,0.0,1.0,1.0
Mr_McFox,0.0,1.0,1.0
Emilyduuude,0.0,1.0,1.0
Scath,0.0,1.0,1.0
aularon,1.0,0.0,1.0
NicJJ,2.0,0.0,2.0
yazmac11,0.0,1.0,1.0
gaile_xy,0.0,1.0,1.0
heatherbilodeau,0.0,1.0,1.0
britmic,1.0,0.0,1.0
johnreydangilan,1.0,0.0,1.0
GuruandDisciple,0.0,1.0,1.0
katrinagloriani,0.0,1.0,1.0
Street3,0.0,1.0,1.0
Jaketurton,0.0,1.0,1.0
aalaap,1.0,0.0,1.0
DaveBenjamin,0.0,1.0,1.0
TirMcDohl,1.0,0.0,1.0
nikolai35,0.0,1.0,1.0
Mandy_Mo,1.0,0.0,1.0
katjakrausch,0.0,1.0,1.0
rsltruly,0.0,1.0,1.0
crowned182,1.0,0.0,1.0
AmandaNicoleeee,1.0,0.0,1.0
craikpyke,0.0,1.0,1.0
lyneL,0.0,1.0,1.0
CarebearJK,1.0,0.0,1.0
twilightnewborn,0.0,1.0,1.0
KarrieLyne,0.0,1.0,1.0
sb33zy,0.0,1.0,1.0
verseall,1.0,0.0,1.0
briscam5,0.0,1.0,1.0
pursebuzz,0.0,1.0,1.0
FilmGirl007,0.0,1.0,1.0
Emmzaaa,1.0,0.0,1.0
laurajordan,0.0,1.0,1.0
mariapetery,1.0,0.0,1.0
tim846,1.0,0.0,1.0
TarshieC,1.0,0.0,1.0
nicole_tan,1.0,0.0,1.0
muzikdoll,0.0,1.0,1.0
niclaruesmith,1.0,0.0,1.0
oliviaagundes,1.0,0.0,1.0
jhoenalyn_17,0.0,1.0,1.0
Incwell,0.0,1.0,1.0
jacrib,1.0,0.0,1.0
mrsalbrecht,1.0,0.0,1.0
Rebekah_McFly,1.0,0.0,1.0
silverwolf328,1.0,0.0,1.0
KirstenWOW,0.0,1.0,1.0
hayzilla,0.0,1.0,1.0
darienevans,1.0,0.0,1.0
sugarheaven,0.0,1.0,1.0
shmello_liz,0.0,1.0,1.0
ThirtySomethin,0.0,1.0,1.0
eliiiiza,0.0,1.0,1.0
barbyang,1.0,0.0,1.0
robertholiday,1.0,0.0,1.0
MonicaisRad,0.0,1.0,1.0
jwegesin,1.0,0.0,1.0
lukeii,0.0,1.0,1.0
ttheeran,1.0,0.0,1.0
_shannon1234,0.0,1.0,1.0
SuzanMK,1.0,0.0,1.0
Dransem,0.0,1.0,1.0
jules_88,0.0,1.0,1.0
canttouchdis93,0.0,1.0,1.0
witchesbritches,0.0,1.0,1.0
daphnemaia,0.0,1.0,1.0
peacelovexx,0.0,1.0,1.0
Loujaneee,0.0,1.0,1.0
Nana_Nanners,0.0,1.0,1.0
ElevatedAspects,1.0,0.0,1.0
Agnesa,1.0,0.0,1.0
soapsud,0.0,1.0,1.0
CupcakeAli,1.0,0.0,1.0
dr_jakey,1.0,0.0,1.0
EraKane,0.0,1.0,1.0
StarWarsFanGirl,0.0,1.0,1.0
mrfreeman101,0.0,1.0,1.0
ceciliamariem,0.0,1.0,1.0
thexperience,0.0,1.0,1.0
panicgirl8,0.0,1.0,1.0
DIYSara,1.0,0.0,1.0
behindtonsils,0.0,1.0,1.0
suhnshines,0.0,1.0,1.0
boosta,1.0,0.0,1.0
echiebabe,0.0,1.0,1.0
Askmewhats,1.0,0.0,1.0
afrequentflyer,0.0,1.0,1.0
birdrage,0.0,1.0,1.0
MikiinCA,0.0,2.0,2.0
theIntriguing1,1.0,0.0,1.0
Vollkornapfel,1.0,0.0,1.0
JuanLucio,0.0,1.0,1.0
rushiv,0.0,1.0,1.0
Juhhjen,0.0,1.0,1.0
georgina_anne,0.0,1.0,1.0
muse31188,0.0,1.0,1.0
HayleyBee1,1.0,1.0,2.0
mrtacomuncher,0.0,1.0,1.0
vanessajennette,1.0,0.0,1.0
NiallQuinn21,0.0,1.0,1.0
thegraygale,1.0,0.0,1.0
rebecca878,1.0,0.0,1.0
freegeek,0.0,1.0,1.0
mariacaridad,0.0,1.0,1.0
mrsindiansteve,0.0,1.0,1.0
ilovemisery,0.0,1.0,1.0
mrazlover,1.0,0.0,1.0
reflectonthis,0.0,1.0,1.0
SUPERRjessy,0.0,1.0,1.0
martingoode,1.0,0.0,1.0
soapoperafan,0.0,2.0,2.0
amnesa,1.0,0.0,1.0
ChelseySyrnyk,0.0,1.0,1.0
makadasnomans,0.0,1.0,1.0
iewwei,1.0,0.0,1.0
blckrosejm,0.0,1.0,1.0
mikeyswag,0.0,1.0,1.0
tancopsey,1.0,0.0,1.0
drmani,1.0,0.0,1.0
LON3WOLF,0.0,1.0,1.0
AnthonyBorton,0.0,1.0,1.0
gelskitchen,1.0,1.0,2.0
asskickinghotti,0.0,1.0,1.0
DOGingham,0.0,1.0,1.0
Nige43055,0.0,1.0,1.0
chrisagiddings,1.0,0.0,1.0
vivid13,1.0,0.0,1.0
JeanneElle,0.0,1.0,1.0
suziemclean,0.0,1.0,1.0
rickownsyoface,1.0,0.0,1.0
RoxiMcflyManiac,0.0,1.0,1.0
zoidberg_cool,1.0,0.0,1.0
irishmoster,1.0,0.0,1.0
RSeligstein,0.0,1.0,1.0
dancagurl,1.0,0.0,1.0
gelocampo,1.0,0.0,1.0
toledonews,0.0,1.0,1.0
BriBri123,0.0,1.0,1.0
erinem182,0.0,1.0,1.0
RainbowPleb,0.0,1.0,1.0
erikazz,0.0,1.0,1.0
Shanniee,1.0,0.0,1.0
sheenashe,0.0,1.0,1.0
autobees,0.0,1.0,1.0
dazb,1.0,0.0,1.0
jorajo,1.0,0.0,1.0
JoyGenLicon,0.0,1.0,1.0
KaleighGrace,1.0,0.0,1.0
crissymv,0.0,1.0,1.0
buerkieb,0.0,1.0,1.0
hiway,0.0,1.0,1.0
abhiram,1.0,0.0,1.0
seandsouza,0.0,1.0,1.0
lottielou,0.0,1.0,1.0
OriginalTinyT,0.0,1.0,1.0
lovethyspace,1.0,0.0,1.0
tmaaz,0.0,1.0,1.0
PBCSanFrancisco,0.0,1.0,1.0
yanimarie,0.0,1.0,1.0
katinaflohrs,1.0,0.0,1.0
peace_love_phil,0.0,1.0,1.0
thewritermama,0.0,1.0,1.0
Rachie44,0.0,1.0,1.0
dsimp57,1.0,0.0,1.0
paragirl92riot,0.0,1.0,1.0
BOSTONJENN817,0.0,1.0,1.0
mrscrob,0.0,1.0,1.0
lkolisko,1.0,0.0,1.0
Writer__Mom,0.0,1.0,1.0
cabonniesue,0.0,1.0,1.0
sweetkisses277,1.0,0.0,1.0
emiyamakawa,1.0,0.0,1.0
peytonluvsjoe,1.0,0.0,1.0
drrget9,0.0,1.0,1.0
silvernadine27,0.0,1.0,1.0
jessicalace,1.0,0.0,1.0
prettyj,1.0,0.0,1.0
KCasey1,1.0,0.0,1.0
akaase,1.0,0.0,1.0
holloh,1.0,0.0,1.0
stephr22,0.0,1.0,1.0
jess0rly,1.0,0.0,1.0
NaythenCash,0.0,1.0,1.0
jlist,0.0,1.0,1.0
addyteo,1.0,0.0,1.0
MommyofTey,0.0,1.0,1.0
theknickermafia,1.0,0.0,1.0
gregn67,0.0,1.0,1.0
Alegria21,0.0,1.0,1.0
kirkfontenot,1.0,0.0,1.0
mvchrissy,0.0,1.0,1.0
aishfaish,1.0,0.0,1.0
traktor,1.0,0.0,1.0
vainsmith,0.0,1.0,1.0
KirstieLoveland,1.0,0.0,1.0
notkefka,0.0,1.0,1.0
ReeceSut,0.0,1.0,1.0
HardstylePixi,1.0,0.0,1.0
xroseyposeyx,1.0,0.0,1.0
Jenn7X,0.0,1.0,1.0
McKaty,0.0,1.0,1.0
DamonDCClark,0.0,1.0,1.0
dotcombum,0.0,1.0,1.0
slimjim1405,1.0,0.0,1.0
stever17,0.0,1.0,1.0
UnCoMmOnWomAn,0.0,1.0,1.0
DragonflyeDream,0.0,1.0,1.0
tee_tha,1.0,0.0,1.0
christinachou,0.0,1.0,1.0
ChloeOHerlihy,0.0,1.0,1.0
FreddyMichael,0.0,1.0,1.0
ZaraGreen,0.0,1.0,1.0
justinbarlow,1.0,0.0,1.0
ayravillanueva,1.0,0.0,1.0
davidee,0.0,1.0,1.0
starmarie,0.0,1.0,1.0
skygel,1.0,0.0,1.0
emmacoakley,0.0,1.0,1.0
BiancaCruzer,1.0,0.0,1.0
jordanswanson,1.0,0.0,1.0
DTA_MoonDawg,0.0,1.0,1.0
norance,1.0,0.0,1.0
RiotxChick,0.0,1.0,1.0
tplaz,0.0,1.0,1.0
TaniaUncensored,1.0,0.0,1.0
ChelsersLove,1.0,0.0,1.0
amys_bus_ticket,0.0,1.0,1.0
frozenaura,0.0,1.0,1.0
kaylamayla,1.0,0.0,1.0
jessiccawang,1.0,0.0,1.0
PrunyPrune,0.0,1.0,1.0
RyanChastain,0.0,1.0,1.0
SuperJennBlogs,0.0,1.0,1.0
kheiny,0.0,1.0,1.0
jennsuds,0.0,1.0,1.0
sheanmalik,1.0,1.0,2.0
rebeccadawnxo,0.0,1.0,1.0
cjhyde,0.0,1.0,1.0
ashdrask,0.0,1.0,1.0
JadeDM,0.0,1.0,1.0
evelynsharma,1.0,0.0,1.0
slimjim1984,1.0,0.0,1.0
sammchubb,1.0,0.0,1.0
laura_r77,1.0,0.0,1.0
koreyleach,0.0,1.0,1.0
katehunter,1.0,0.0,1.0
LevelTen_Colin,0.0,1.0,1.0
orlandoarechiga,0.0,1.0,1.0
JustAnERNurse,0.0,1.0,1.0
MsAshleeToYou,0.0,1.0,1.0
ELSlights,0.0,1.0,1.0
foreverivy,1.0,0.0,1.0
ry_wats,0.0,1.0,1.0
aecarah,1.0,0.0,1.0
GothArwen,0.0,1.0,1.0
Fay_way,0.0,1.0,1.0
livvybabiee,0.0,1.0,1.0
TheBeerWench,0.0,1.0,1.0
ffleeting,1.0,0.0,1.0
alanpereira,1.0,0.0,1.0
XAprilZX,1.0,0.0,1.0
haleydowns,0.0,1.0,1.0
tushj,1.0,0.0,1.0
spitfireshnobi,0.0,1.0,1.0
linakovacevic,0.0,1.0,1.0
whitelou,0.0,1.0,1.0
xonikilane,0.0,1.0,1.0
tyrelstorm,0.0,1.0,1.0
DadOudidOuda,1.0,0.0,1.0
hlbllygrl,0.0,1.0,1.0
CoraEn,1.0,0.0,1.0
beatkonducta,0.0,1.0,1.0
Vix_xoxo,0.0,1.0,1.0
brianna2009,1.0,0.0,1.0
oOoSandra,1.0,0.0,1.0
RunEmRun,0.0,1.0,1.0
rachelcapil,0.0,1.0,1.0
kismet100,1.0,0.0,1.0
bdonahoe08,1.0,0.0,1.0
slengypsum,0.0,1.0,1.0
InnyM,1.0,0.0,1.0
CHELSEAbbyckes,0.0,1.0,1.0
NigerianHotness,0.0,1.0,1.0
Agent11,0.0,1.0,1.0
HotDafny,0.0,1.0,1.0
midwestguest,0.0,1.0,1.0
amygallantt,0.0,1.0,1.0
alzienah,0.0,1.0,1.0
VRockalily,0.0,1.0,1.0
DanielRSquared,0.0,1.0,1.0
MilezDemiSelFan,0.0,1.0,1.0
Marie_Torture,0.0,1.0,1.0
leinir,1.0,0.0,1.0
eclipsemagazine,0.0,1.0,1.0
Anja1975,0.0,1.0,1.0
Dodo1978,1.0,0.0,1.0
pearlbones,1.0,0.0,1.0
LauraVl,0.0,1.0,1.0
lookmantastic,0.0,1.0,1.0
Upstatemomof3,0.0,1.0,1.0
Tonytones,1.0,0.0,1.0
i8urcookie,0.0,1.0,1.0
LSUAaron,0.0,1.0,1.0
dagmaroon,0.0,1.0,1.0
carlgriffiths,1.0,0.0,1.0
jessasweetie,1.0,0.0,1.0
molliemoo,1.0,0.0,1.0
YOOOadrienne,1.0,0.0,1.0
raquelaberakiki,0.0,1.0,1.0
soundmovement,0.0,1.0,1.0
ComfyPaws,0.0,1.0,1.0
dorkscotch,1.0,0.0,1.0
lawishon,0.0,1.0,1.0
parthathoughts,0.0,1.0,1.0
spazzyboy,0.0,1.0,1.0
StephCity,0.0,1.0,1.0
laundrymatlove,0.0,1.0,1.0
j4nex1,0.0,1.0,1.0
therealamz,0.0,1.0,1.0
lilmissjanisha,1.0,0.0,1.0
PaoMiami,1.0,1.0,2.0
happymonkeyshoe,1.0,0.0,1.0
BastetAsshur,1.0,0.0,1.0
bonnietsang,1.0,0.0,1.0
bannersrus,0.0,1.0,1.0
scampsfox,1.0,0.0,1.0
sandeepnair85,0.0,1.0,1.0
michellep_s,0.0,1.0,1.0
Kimtaro,0.0,1.0,1.0
amallovesyou,1.0,0.0,1.0
dinosaur_roar,0.0,1.0,1.0
nyc000,0.0,1.0,1.0
Kimberly0087,0.0,1.0,1.0
sheSays,1.0,0.0,1.0
Cladia,0.0,1.0,1.0
AmberLCarter,0.0,1.0,1.0
JazzyPaige,0.0,1.0,1.0
jayy_x,1.0,0.0,1.0
GregoryMcArthur,0.0,1.0,1.0
OhLaLaBabe,0.0,1.0,1.0
OpheliaLas,0.0,1.0,1.0
analisaB,0.0,1.0,1.0
MellyBelly626,0.0,1.0,1.0
alexandraasol,1.0,0.0,1.0
Ciiint,0.0,1.0,1.0
chicowoo,0.0,1.0,1.0
iamMisstelly,0.0,1.0,1.0
thepetnet,1.0,0.0,1.0
Oh_Btw_Dalton,1.0,0.0,1.0
sheianne,1.0,0.0,1.0
rugbychip,0.0,1.0,1.0
AshleyMcCarty,0.0,1.0,1.0
CiscoFlo,0.0,1.0,1.0
arlyn613,1.0,0.0,1.0
ericswyatt,0.0,1.0,1.0
MissNeedles,0.0,1.0,1.0
skyhawkmatthew,1.0,0.0,1.0
chameee,1.0,0.0,1.0
heidenkind,0.0,1.0,1.0
immoral_angeluk,1.0,0.0,1.0
danigirl078,0.0,1.0,1.0
terrymyers,0.0,1.0,1.0
wasabichi,1.0,0.0,1.0
republicofdave,0.0,1.0,1.0
elliebohane,0.0,1.0,1.0
nollpunkt,1.0,0.0,1.0
LeeAnn9597,0.0,1.0,1.0
scarlett_v,1.0,0.0,1.0
Brook3babyy,0.0,1.0,1.0
caleylanelle,0.0,1.0,1.0
kirsten1oo8,1.0,0.0,1.0
JNez,0.0,1.0,1.0
roxsand,1.0,0.0,1.0
podgypanda,1.0,0.0,1.0
LadyAena,1.0,0.0,1.0
princesslim,1.0,0.0,1.0
wnwek,1.0,0.0,1.0
jebdickerson,0.0,1.0,1.0
SoaringsON,0.0,1.0,1.0
toee,0.0,1.0,1.0
Tejasvita,1.0,0.0,1.0
ElegantBella,0.0,1.0,1.0
merici,0.0,1.0,1.0
Steensoup,1.0,0.0,1.0
addikted2ballin,0.0,1.0,1.0
Kiadra,0.0,1.0,1.0
andrewbadera,0.0,1.0,1.0
LizzMartin,0.0,1.0,1.0
artfaerie,1.0,0.0,1.0
ColleenFrazier,0.0,1.0,1.0
mikegk,0.0,1.0,1.0
Mother_Tongue,0.0,1.0,1.0
Janki_Patel,1.0,0.0,1.0
vic2slic,0.0,1.0,1.0
Cathulu26,0.0,1.0,1.0
stephrose,0.0,1.0,1.0
philschwarzmann,1.0,0.0,1.0
ResourcefulMom,0.0,1.0,1.0
leerayl,0.0,1.0,1.0
ooitschristina,1.0,0.0,1.0
synthemescmilk,0.0,1.0,1.0
ChrisElison,1.0,0.0,1.0
zuppalizzle,0.0,1.0,1.0
STxWilli,0.0,1.0,1.0
TheFattestCat,0.0,1.0,1.0
hannahhrawrr,0.0,1.0,1.0
KPPictures,0.0,1.0,1.0
awesam96,0.0,1.0,1.0
lexabuckets,0.0,1.0,1.0
ChinaBlue79,1.0,0.0,1.0
